ThumbFE;0;-1,0.584,1,0.5;0,0,0,0;0,0,0,0;0,0,0,0;0,0,0,0;0,0,0,0;0,0,0,0;0,0,0,0;0,0,0,0;0,0,0,0;0,0,0,0;0,0,0,0;
MiddleFE;0;0,0,0,0;0,0,0,0;1,0.212,1,0.5;0,0,0,0;0,0,0,0;0,0,0,0;0,0,0,0;0,0,0,0;0,0,0,0;0,0,0,0;0,0,0,0;0,0,0,0;
ThumbIndPinch;0;1,0.797,1,0.5;1,0.797,1,0.5;0,0,0,0;0,0,0,0;0,0,0,0;0,0,0,0;0,0,0,0;0,0,0,0;0,0,0,0;0,0,0,0;0,0,0,0;0,0,0,0;
MiddleFE;0;0,0,0,0;0,0,0,0;1,0.583,1,0.5;0,0,0,0;0,0,0,0;0,0,0,0;0,0,0,0;0,0,0,0;0,0,0,0;0,0,0,0;0,0,0,0;0,0,0,0;
LittleFE;0;0,0,0,0;0,0,0,0;0,0,0,0;0,0,0,0;1,0.616,1,0.5;0,0,0,0;0,0,0,0;0,0,0,0;0,0,0,0;0,0,0,0;0,0,0,0;0,0,0,0;
WristFE;0;0,0,0,0;0,0,0,0;0,0,0,0;0,0,0,0;0,0,0,0;0,0,0,0;-1,0.879,1,0.5;0,0,0,0;0,0,0,0;0,0,0,0;0,0,0,0;0,0,0,0;
IndexFE;0;0,0,0,0;-1,0.251,1,0.5;0,0,0,0;0,0,0,0;0,0,0,0;0,0,0,0;0,0,0,0;0,0,0,0;0,0,0,0;0,0,0,0;0,0,0,0;0,0,0,0;
RingFE;0;0,0,0,0;0,0,0,0;0,0,0,0;-1,0.402,1,0.5;0,0,0,0;0,0,0,0;0,0,0,0;0,0,0,0;0,0,0,0;0,0,0,0;0,0,0,0;0,0,0,0;
MiddleFE;0;0,0,0,0;0,0,0,0;1,0.404,1,0.5;0,0,0,0;0,0,0,0;0,0,0,0;0,0,0,0;0,0,0,0;0,0,0,0;0,0,0,0;0,0,0,0;0,0,0,0;
Grasp;0;-1,0.763,1,0.5;-1,0.763,1,0.5;-1,0.763,1,0.5;-1,0.763,1,0.5;-1,0.763,1,0.5;0,0,0,0;0,0,0,0;0,0,0,0;0,0,0,0;0,0,0,0;0,0,0,0;0,0,0,0;
Grasp;0;1,0.535,1,0.5;1,0.535,1,0.5;1,0.535,1,0.5;1,0.535,1,0.5;1,0.535,1,0.5;0,0,0,0;0,0,0,0;0,0,0,0;0,0,0,0;0,0,0,0;0,0,0,0;0,0,0,0;
ThumbIndPinch;0;-1,0.91,1,0.5;-1,0.91,1,0.5;0,0,0,0;0,0,0,0;0,0,0,0;0,0,0,0;0,0,0,0;0,0,0,0;0,0,0,0;0,0,0,0;0,0,0,0;0,0,0,0;
WristFE;0;0,0,0,0;0,0,0,0;0,0,0,0;0,0,0,0;0,0,0,0;0,0,0,0;1,0.518,1,0.5;0,0,0,0;0,0,0,0;0,0,0,0;0,0,0,0;0,0,0,0;
TripodPinch;0;1,0.406,1,0.5;1,0.406,1,0.5;1,0.406,1,0.5;0,0,0,0;0,0,0,0;0,0,0,0;0,0,0,0;0,0,0,0;0,0,0,0;0,0,0,0;0,0,0,0;0,0,0,0;
ThumbFE;0;-1,0.473,1,0.5;0,0,0,0;0,0,0,0;0,0,0,0;0,0,0,0;0,0,0,0;0,0,0,0;0,0,0,0;0,0,0,0;0,0,0,0;0,0,0,0;0,0,0,0;
IndexFE;0;0,0,0,0;1,0.982,1,0.5;0,0,0,0;0,0,0,0;0,0,0,0;0,0,0,0;0,0,0,0;0,0,0,0;0,0,0,0;0,0,0,0;0,0,0,0;0,0,0,0;
ThumbFE;0;1,0.984,1,0.5;0,0,0,0;0,0,0,0;0,0,0,0;0,0,0,0;0,0,0,0;0,0,0,0;0,0,0,0;0,0,0,0;0,0,0,0;0,0,0,0;0,0,0,0;
ThumbInt;0;0,0,0,0;0,0,0,0;0,0,0,0;0,0,0,0;0,0,0,0;1,0.927,1,0.5;0,0,0,0;0,0,0,0;0,0,0,0;0,0,0,0;0,0,0,0;0,0,0,0;
RingFE;0;0,0,0,0;0,0,0,0;0,0,0,0;1,0.693,1,0.5;0,0,0,0;0,0,0,0;0,0,0,0;0,0,0,0;0,0,0,0;0,0,0,0;0,0,0,0;0,0,0,0;
IndexFE;0;0,0,0,0;-1,0.12,1,0.5;0,0,0,0;0,0,0,0;0,0,0,0;0,0,0,0;0,0,0,0;0,0,0,0;0,0,0,0;0,0,0,0;0,0,0,0;0,0,0,0;
MiddleFE;0;0,0,0,0;0,0,0,0;-1,0.93,1,0.5;0,0,0,0;0,0,0,0;0,0,0,0;0,0,0,0;0,0,0,0;0,0,0,0;0,0,0,0;0,0,0,0;0,0,0,0;
TripodPinch;0;-1,0.658,1,0.5;-1,0.658,1,0.5;-1,0.658,1,0.5;0,0,0,0;0,0,0,0;0,0,0,0;0,0,0,0;0,0,0,0;0,0,0,0;0,0,0,0;0,0,0,0;0,0,0,0;
ThumbInt;0;0,0,0,0;0,0,0,0;0,0,0,0;0,0,0,0;0,0,0,0;-1,0.238,1,0.5;0,0,0,0;0,0,0,0;0,0,0,0;0,0,0,0;0,0,0,0;0,0,0,0;
Grasp;0;-1,0.458,1,0.5;-1,0.458,1,0.5;-1,0.458,1,0.5;-1,0.458,1,0.5;-1,0.458,1,0.5;0,0,0,0;0,0,0,0;0,0,0,0;0,0,0,0;0,0,0,0;0,0,0,0;0,0,0,0;
WristFE;0;0,0,0,0;0,0,0,0;0,0,0,0;0,0,0,0;0,0,0,0;0,0,0,0;-1,0.95,1,0.5;0,0,0,0;0,0,0,0;0,0,0,0;0,0,0,0;0,0,0,0;
WristFE;0;0,0,0,0;0,0,0,0;0,0,0,0;0,0,0,0;0,0,0,0;0,0,0,0;1,0.85,1,0.5;0,0,0,0;0,0,0,0;0,0,0,0;0,0,0,0;0,0,0,0;
LittleFE;0;0,0,0,0;0,0,0,0;0,0,0,0;0,0,0,0;1,0.9,1,0.5;0,0,0,0;0,0,0,0;0,0,0,0;0,0,0,0;0,0,0,0;0,0,0,0;0,0,0,0;
KeyGrip;0;0,0,0,0;1,0.103,1,0.5;1,0.103,1,0.5;1,0.103,1,0.5;1,0.103,1,0.5;1,0.103,1,0.5;0,0,0,0;0,0,0,0;0,0,0,0;0,0,0,0;0,0,0,0;0,0,0,0;
MiddleFE;0;0,0,0,0;0,0,0,0;-1,0.66,1,0.5;0,0,0,0;0,0,0,0;0,0,0,0;0,0,0,0;0,0,0,0;0,0,0,0;0,0,0,0;0,0,0,0;0,0,0,0;
ThumbIndPinch;0;1,0.482,1,0.5;1,0.482,1,0.5;0,0,0,0;0,0,0,0;0,0,0,0;0,0,0,0;0,0,0,0;0,0,0,0;0,0,0,0;0,0,0,0;0,0,0,0;0,0,0,0;
LittleFE;0;0,0,0,0;0,0,0,0;0,0,0,0;0,0,0,0;1,0.713,1,0.5;0,0,0,0;0,0,0,0;0,0,0,0;0,0,0,0;0,0,0,0;0,0,0,0;0,0,0,0;
Grasp;0;1,0.114,1,0.5;1,0.114,1,0.5;1,0.114,1,0.5;1,0.114,1,0.5;1,0.114,1,0.5;0,0,0,0;0,0,0,0;0,0,0,0;0,0,0,0;0,0,0,0;0,0,0,0;0,0,0,0;
ThumbIndPinch;0;1,0.374,1,0.5;1,0.374,1,0.5;0,0,0,0;0,0,0,0;0,0,0,0;0,0,0,0;0,0,0,0;0,0,0,0;0,0,0,0;0,0,0,0;0,0,0,0;0,0,0,0;
KeyGrip;0;0,0,0,0;1,0.65,1,0.5;1,0.65,1,0.5;1,0.65,1,0.5;1,0.65,1,0.5;1,0.65,1,0.5;0,0,0,0;0,0,0,0;0,0,0,0;0,0,0,0;0,0,0,0;0,0,0,0;
ThumbFE;0;-1,0.797,1,0.5;0,0,0,0;0,0,0,0;0,0,0,0;0,0,0,0;0,0,0,0;0,0,0,0;0,0,0,0;0,0,0,0;0,0,0,0;0,0,0,0;0,0,0,0;
ThumbInt;0;0,0,0,0;0,0,0,0;0,0,0,0;0,0,0,0;0,0,0,0;-1,0.558,1,0.5;0,0,0,0;0,0,0,0;0,0,0,0;0,0,0,0;0,0,0,0;0,0,0,0;
IndexFE;0;0,0,0,0;-1,0.212,1,0.5;0,0,0,0;0,0,0,0;0,0,0,0;0,0,0,0;0,0,0,0;0,0,0,0;0,0,0,0;0,0,0,0;0,0,0,0;0,0,0,0;
TripodPinch;0;-1,0.927,1,0.5;-1,0.927,1,0.5;-1,0.927,1,0.5;0,0,0,0;0,0,0,0;0,0,0,0;0,0,0,0;0,0,0,0;0,0,0,0;0,0,0,0;0,0,0,0;0,0,0,0;
TripodPinch;0;1,0.785,1,0.5;1,0.785,1,0.5;1,0.785,1,0.5;0,0,0,0;0,0,0,0;0,0,0,0;0,0,0,0;0,0,0,0;0,0,0,0;0,0,0,0;0,0,0,0;0,0,0,0;
IndexFE;0;0,0,0,0;1,0.915,1,0.5;0,0,0,0;0,0,0,0;0,0,0,0;0,0,0,0;0,0,0,0;0,0,0,0;0,0,0,0;0,0,0,0;0,0,0,0;0,0,0,0;
Grasp;0;1,0.652,1,0.5;1,0.652,1,0.5;1,0.652,1,0.5;1,0.652,1,0.5;1,0.652,1,0.5;0,0,0,0;0,0,0,0;0,0,0,0;0,0,0,0;0,0,0,0;0,0,0,0;0,0,0,0;
LittleFE;0;0,0,0,0;0,0,0,0;0,0,0,0;0,0,0,0;-1,0.746,1,0.5;0,0,0,0;0,0,0,0;0,0,0,0;0,0,0,0;0,0,0,0;0,0,0,0;0,0,0,0;
Grasp;0;-1,0.813,1,0.5;-1,0.813,1,0.5;-1,0.813,1,0.5;-1,0.813,1,0.5;-1,0.813,1,0.5;0,0,0,0;0,0,0,0;0,0,0,0;0,0,0,0;0,0,0,0;0,0,0,0;0,0,0,0;
WristFE;0;0,0,0,0;0,0,0,0;0,0,0,0;0,0,0,0;0,0,0,0;0,0,0,0;-1,0.785,1,0.5;0,0,0,0;0,0,0,0;0,0,0,0;0,0,0,0;0,0,0,0;
ThumbIndPinch;0;-1,0.393,1,0.5;-1,0.393,1,0.5;0,0,0,0;0,0,0,0;0,0,0,0;0,0,0,0;0,0,0,0;0,0,0,0;0,0,0,0;0,0,0,0;0,0,0,0;0,0,0,0;
ThumbFE;0;-1,0.728,1,0.5;0,0,0,0;0,0,0,0;0,0,0,0;0,0,0,0;0,0,0,0;0,0,0,0;0,0,0,0;0,0,0,0;0,0,0,0;0,0,0,0;0,0,0,0;
ThumbInt;0;0,0,0,0;0,0,0,0;0,0,0,0;0,0,0,0;0,0,0,0;-1,0.215,1,0.5;0,0,0,0;0,0,0,0;0,0,0,0;0,0,0,0;0,0,0,0;0,0,0,0;
TripodPinch;0;-1,0.985,1,0.5;-1,0.985,1,0.5;-1,0.985,1,0.5;0,0,0,0;0,0,0,0;0,0,0,0;0,0,0,0;0,0,0,0;0,0,0,0;0,0,0,0;0,0,0,0;0,0,0,0;
IndexFE;0;0,0,0,0;1,0.98,1,0.5;0,0,0,0;0,0,0,0;0,0,0,0;0,0,0,0;0,0,0,0;0,0,0,0;0,0,0,0;0,0,0,0;0,0,0,0;0,0,0,0;
MiddleFE;0;0,0,0,0;0,0,0,0;1,0.803,1,0.5;0,0,0,0;0,0,0,0;0,0,0,0;0,0,0,0;0,0,0,0;0,0,0,0;0,0,0,0;0,0,0,0;0,0,0,0;
WristFE;0;0,0,0,0;0,0,0,0;0,0,0,0;0,0,0,0;0,0,0,0;0,0,0,0;1,0.687,1,0.5;0,0,0,0;0,0,0,0;0,0,0,0;0,0,0,0;0,0,0,0;
WristFE;0;0,0,0,0;0,0,0,0;0,0,0,0;0,0,0,0;0,0,0,0;0,0,0,0;1,0.0718,1,0.5;0,0,0,0;0,0,0,0;0,0,0,0;0,0,0,0;0,0,0,0;
IndexFE;0;0,0,0,0;-1,0.883,1,0.5;0,0,0,0;0,0,0,0;0,0,0,0;0,0,0,0;0,0,0,0;0,0,0,0;0,0,0,0;0,0,0,0;0,0,0,0;0,0,0,0;
Grasp;0;-1,0.521,1,0.5;-1,0.521,1,0.5;-1,0.521,1,0.5;-1,0.521,1,0.5;-1,0.521,1,0.5;0,0,0,0;0,0,0,0;0,0,0,0;0,0,0,0;0,0,0,0;0,0,0,0;0,0,0,0;
KeyGrip;0;0,0,0,0;1,0.743,1,0.5;1,0.743,1,0.5;1,0.743,1,0.5;1,0.743,1,0.5;1,0.743,1,0.5;0,0,0,0;0,0,0,0;0,0,0,0;0,0,0,0;0,0,0,0;0,0,0,0;
MiddleFE;0;0,0,0,0;0,0,0,0;1,0.211,1,0.5;0,0,0,0;0,0,0,0;0,0,0,0;0,0,0,0;0,0,0,0;0,0,0,0;0,0,0,0;0,0,0,0;0,0,0,0;
ThumbInt;0;0,0,0,0;0,0,0,0;0,0,0,0;0,0,0,0;0,0,0,0;-1,0.682,1,0.5;0,0,0,0;0,0,0,0;0,0,0,0;0,0,0,0;0,0,0,0;0,0,0,0;
RingFE;0;0,0,0,0;0,0,0,0;0,0,0,0;1,0.0174,1,0.5;0,0,0,0;0,0,0,0;0,0,0,0;0,0,0,0;0,0,0,0;0,0,0,0;0,0,0,0;0,0,0,0;
IndexFE;0;0,0,0,0;1,0.394,1,0.5;0,0,0,0;0,0,0,0;0,0,0,0;0,0,0,0;0,0,0,0;0,0,0,0;0,0,0,0;0,0,0,0;0,0,0,0;0,0,0,0;
TripodPinch;0;-1,0.407,1,0.5;-1,0.407,1,0.5;-1,0.407,1,0.5;0,0,0,0;0,0,0,0;0,0,0,0;0,0,0,0;0,0,0,0;0,0,0,0;0,0,0,0;0,0,0,0;0,0,0,0;
WristFE;0;0,0,0,0;0,0,0,0;0,0,0,0;0,0,0,0;0,0,0,0;0,0,0,0;-1,0.732,1,0.5;0,0,0,0;0,0,0,0;0,0,0,0;0,0,0,0;0,0,0,0;
TripodPinch;0;1,0.581,1,0.5;1,0.581,1,0.5;1,0.581,1,0.5;0,0,0,0;0,0,0,0;0,0,0,0;0,0,0,0;0,0,0,0;0,0,0,0;0,0,0,0;0,0,0,0;0,0,0,0;
ThumbInt;0;0,0,0,0;0,0,0,0;0,0,0,0;0,0,0,0;0,0,0,0;1,0.688,1,0.5;0,0,0,0;0,0,0,0;0,0,0,0;0,0,0,0;0,0,0,0;0,0,0,0;
RingFE;0;0,0,0,0;0,0,0,0;0,0,0,0;-1,0.112,1,0.5;0,0,0,0;0,0,0,0;0,0,0,0;0,0,0,0;0,0,0,0;0,0,0,0;0,0,0,0;0,0,0,0;
